OBS.,ANSWERED,INCOME,FEMALE,AGE,JOB,NUM_DEPENDENTS,RENT,OWN_RES,NEW_CAR,CHK_ACCT,SAV_ACCT,NUM_ACCTS,MOBILE,PRODUCT
6274181,0,12820,0,32,1,1,0,1,0,0,1,2,0,0
6274420,0,9000,0,23,2,1,0,1,1,0,4,2,0,0
6274668,0,13330,0,43,2,2,0,0,1,0,0,0,0,0
6275458,1,14740,0,33,3,1,0,1,0,2,0,1,0,1
6275551,1,95660,0,31,2,1,0,1,0,3,0,2,0,2
6275903,0,12370,0,24,2,1,0,1,0,1,0,2,0,0
6276023,1,26470,0,44,2,2,1,0,0,0,2,2,0,3
6276088,0,27620,0,25,2,1,0,1,0,1,4,4,0,0
6276236,0,48170,0,31,2,1,0,1,1,0,0,3,0,0
6276348,1,10760,0,26,2,1,0,1,0,3,0,2,0,2
6276445,1,27430,0,29,2,1,0,1,0,3,0,4,0,2
6276585,1,21320,0,27,2,1,1,0,0,0,4,1,0,3
6277665,1,9830,0,19,1,1,1,0,0,1,3,1,0,4
6278431,0,50030,0,29,2,1,0,1,1,3,4,2,0,0
6279020,0,17780,0,26,0,1,1,0,1,1,0,1,0,0
6279084,1,14240,0,55,3,1,0,1,0,2,4,4,0,4
6279201,1,48110,0,24,1,1,1,0,0,3,4,3,1,4
6279943,1,7010,0,32,2,1,0,1,0,3,0,2,0,2
6280175,1,15910,0,34,3,1,0,1,0,3,1,3,0,3
6280504,1,27600,0,36,2,1,0,0,0,1,4,4,1,4
6280549,0,21240,0,24,2,1,1,0,0,0,0,2,0,0
6281423,1,26470,0,44,2,2,1,0,0,0,2,2,0,3
6281754,0,19530,0,61,3,1,0,0,0,1,0,4,0,0
6282459,0,69990,0,34,2,1,0,1,0,0,0,3,0,0
6282930,0,83350,0,47,2,1,0,0,0,0,4,4,1,0
6283647,1,18870,0,28,2,1,0,1,0,1,4,2,0,4
6283671,0,67580,0,31,2,1,0,1,0,0,0,2,0,0
6283815,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
6284890,1,12010,0,26,2,1,0,1,1,1,0,1,0,1
6284950,0,15460,0,24,1,1,1,0,0,0,0,3,0,0
6284952,1,61870,0,24,2,1,1,0,0,0,1,3,1,4
6286478,1,14180,0,35,1,1,1,0,1,3,1,2,0,2
6286511,0,126800,0,30,3,1,0,0,1,3,4,4,0,0
6286550,0,68870,0,29,2,1,0,1,0,0,0,2,0,0
6287558,1,5180,0,29,2,1,0,1,0,3,0,2,0,1
6288019,1,59540,0,41,1,1,0,1,0,1,0,3,0,1
6288161,0,102970,0,39,2,2,0,0,0,0,0,3,1,0
6288574,0,22250,0,57,2,1,0,0,1,1,0,4,0,0
6288580,1,23200,0,34,2,1,0,1,0,3,0,0,0,3
6288622,0,12370,0,24,2,1,0,1,0,1,0,2,0,0
6288951,1,14590,0,43,1,1,0,1,0,3,0,2,0,2
6289420,0,23970,0,35,2,1,0,1,0,3,2,4,0,0
6289452,0,24060,0,23,2,1,1,0,0,0,0,3,0,0
6290429,1,4260,0,39,1,1,0,1,0,3,0,4,0,4
6290529,1,26290,0,29,2,1,0,1,0,1,0,2,0,3
6290542,1,10920,0,49,2,1,0,1,0,1,0,2,0,4
6290740,0,19530,0,61,3,1,0,0,0,1,0,4,0,0
6291090,1,10920,0,49,2,1,0,1,0,1,0,2,0,4
6291545,0,99600,0,26,2,1,0,1,0,1,0,1,0,0
6292259,0,14420,0,32,1,2,0,0,1,0,0,3,0,0
6292305,0,63500,0,31,2,1,0,1,0,0,4,4,0,0
6292383,1,9320,0,24,2,1,0,1,0,3,0,2,0,2
6292396,0,27750,0,31,2,1,0,1,1,3,0,3,0,0
6293173,0,31900,0,24,2,1,0,1,0,0,0,2,0,0
6293253,1,31860,0,20,2,1,1,0,1,3,3,3,0,3
6293390,1,29780,0,32,2,1,0,1,0,3,2,2,0,2
6293612,1,14690,0,41,1,1,1,0,1,3,1,4,0,4
6293821,1,19010,0,29,3,1,1,0,0,3,1,2,0,4
6294616,0,21000,0,37,2,1,0,1,0,2,0,2,0,0
6294770,0,14420,0,32,1,2,0,0,1,0,0,3,0,0
6295057,0,101270,0,44,2,1,0,0,1,3,2,2,0,0
6295103,1,24060,0,31,3,1,0,1,0,3,0,0,0,3
6295337,0,21500,0,24,2,1,0,1,1,1,0,2,0,0
6295396,0,8020,0,37,2,2,0,1,0,1,0,4,0,0
6295497,1,7080,0,38,1,2,0,1,0,0,0,2,0,3
6295658,0,33490,0,28,3,1,0,1,0,3,0,2,0,0
6295836,1,17210,0,36,2,1,0,1,1,0,0,1,0,3
6296084,0,9000,0,23,2,1,0,1,1,0,4,2,0,0
6296114,0,83180,0,42,3,1,0,0,0,1,0,4,0,0
6296830,1,25220,0,39,2,2,0,1,0,0,0,4,0,3
6297170,1,13600,0,31,2,1,0,1,0,3,0,2,0,2
6297610,1,14590,0,43,1,1,0,1,0,3,0,2,0,2
6297999,0,89780,1,45,3,1,0,1,1,0,0,4,0,0
6298621,0,12450,0,33,2,1,0,1,0,1,0,2,0,0
6298697,1,30770,0,52,2,1,0,1,0,3,0,2,0,4
6298911,1,18810,0,44,1,1,1,0,0,2,0,2,0,2
6299969,0,12400,0,48,1,2,0,0,1,2,1,4,0,0
6300095,1,69670,0,36,3,1,1,0,0,1,1,3,0,4
6301253,0,27120,0,41,2,2,0,1,0,0,0,4,0,0
6301654,1,12950,0,27,2,1,0,1,0,1,0,1,0,1
6301972,0,24060,0,23,2,1,1,0,0,0,0,3,0,0
6302005,1,21970,0,43,2,2,0,1,0,3,4,3,1,4
6302176,1,10760,0,26,2,1,0,1,0,3,0,2,0,2
6302278,1,19500,0,34,2,1,0,1,0,3,0,3,0,1
6302743,0,22780,0,28,2,1,0,1,1,1,1,1,0,0
6302874,0,12850,0,32,2,1,1,0,1,0,4,3,0,0
6303019,1,47880,0,26,2,2,0,1,0,0,0,3,1,3
6303488,0,11310,0,33,2,1,0,1,0,0,0,0,0,0
6303890,0,68870,0,29,2,1,0,1,0,0,0,2,0,0
6304766,0,30510,0,54,2,1,0,1,0,0,0,2,0,0
6304769,1,11490,0,46,2,1,0,1,0,3,3,2,0,3
6305305,0,123890,0,37,2,1,0,0,1,1,4,2,0,0
6305816,1,3380,0,52,2,1,0,1,0,0,2,4,0,4
6306020,0,23970,0,35,2,1,0,1,0,3,2,4,0,0
6306156,1,19670,0,20,2,1,0,1,0,1,0,4,0,4
6306267,1,70570,0,36,3,2,1,0,0,1,4,3,1,4
6306614,0,20640,0,34,3,1,0,1,0,1,0,0,0,0
6307538,1,10070,0,22,2,1,0,1,1,1,3,2,0,1
6308632,1,12390,0,61,2,1,0,0,0,1,4,2,0,4
6308714,1,15770,0,20,2,1,0,1,0,1,3,1,0,1
6309638,1,25770,1,42,2,1,0,1,0,0,0,2,0,1
6309675,1,23370,0,36,2,1,0,1,0,1,0,4,0,4
6309901,0,9020,0,21,2,1,1,0,0,0,0,3,0,0
6310880,1,23150,0,52,1,1,0,1,0,0,0,4,0,4
6311341,1,38780,1,37,2,1,0,1,1,1,1,1,0,2
6311422,0,45910,0,54,3,1,0,1,0,3,3,2,0,0
6311462,1,14690,0,41,1,1,1,0,1,3,1,4,0,4
6311476,1,7300,0,46,1,1,1,0,0,3,4,4,0,2
6312205,0,36210,0,31,2,1,0,1,0,3,1,4,0,0
6312257,0,23970,0,35,2,1,0,1,0,3,2,4,0,0
6313112,0,68870,0,29,2,1,0,1,0,0,0,2,0,0
6313518,1,13300,0,26,2,1,0,1,1,2,0,1,0,1
6313621,1,34480,0,74,1,1,0,1,0,3,0,3,0,4
6314117,1,8600,0,39,2,1,0,1,1,0,0,4,0,4
6314147,0,68360,0,63,2,1,0,1,0,0,0,4,0,0
6314342,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
6315095,1,21340,0,48,2,1,0,1,1,3,0,2,0,4
6316152,1,86130,0,27,2,1,0,1,0,3,3,2,1,2
6316269,1,12390,0,61,2,1,0,0,0,1,4,2,0,4
6316507,0,96290,0,24,2,1,0,1,0,0,0,3,1,0
6317028,1,64190,0,44,3,2,0,0,0,0,0,4,1,4
6317202,1,33780,0,31,2,1,0,1,0,3,4,2,1,1
6317562,1,19250,0,26,2,1,0,1,0,2,0,2,0,2
6317625,1,60700,0,33,2,1,0,1,0,3,0,4,0,4
6319203,1,18600,0,34,3,1,0,1,0,1,0,0,1,2
6319253,0,102970,0,39,2,2,0,0,0,0,0,3,1,0
6319647,0,15460,0,24,1,1,1,0,0,0,0,3,0,0
6319777,1,6720,0,54,0,1,0,1,1,3,0,0,0,4
6320137,1,38500,0,27,2,1,0,1,0,3,0,3,1,1
6320549,1,44730,0,31,2,1,0,1,0,2,0,4,0,2
6321016,1,17660,0,21,2,1,1,0,0,3,0,2,0,2
6321945,0,26310,0,28,2,1,1,0,1,1,1,2,0,0
6323228,1,27080,0,27,1,1,0,1,0,3,0,1,0,3
6323691,1,27450,0,32,2,1,0,1,0,1,3,3,0,2
6324217,1,106230,0,38,3,2,0,0,0,0,0,4,1,4
6324445,0,64580,0,39,3,2,0,1,1,3,0,4,0,0
6324820,0,15300,0,32,2,1,0,1,1,3,0,2,0,0
6325080,1,27590,0,34,2,1,0,1,0,3,0,4,0,4
6325983,0,68720,1,55,2,1,0,1,0,0,0,1,0,0
6326063,0,99600,0,26,2,1,0,1,0,1,0,1,0,0
6326175,1,51520,0,25,2,1,0,1,0,2,0,3,0,2
6326405,0,9510,0,27,2,1,1,0,0,1,1,1,0,0
6326414,0,15010,0,34,3,1,0,1,0,1,0,4,0,0
6326443,0,30920,0,22,2,1,1,0,0,1,1,1,0,0
6326522,1,25070,0,51,1,1,0,0,1,3,2,4,0,4
6326669,0,21240,0,24,2,1,1,0,0,0,0,2,0,0
6326959,1,14090,0,54,2,1,0,1,0,0,0,4,1,3
6326975,0,29690,0,25,2,1,1,0,0,1,0,1,0,0
6326980,0,9310,0,32,1,1,0,1,1,1,1,1,0,0
6327910,0,10240,0,48,2,1,0,1,0,0,0,1,0,0
6327970,1,14690,0,41,1,1,1,0,1,3,1,4,0,4
6328027,1,10530,0,27,2,1,0,1,0,0,0,1,0,2
6328287,0,19220,0,37,1,1,0,1,0,1,0,2,0,0
6328288,1,23200,0,34,2,1,0,1,0,3,0,0,0,3
6328339,0,19350,1,31,2,1,0,1,0,1,0,4,0,0
6328436,1,43510,0,48,1,1,0,1,0,1,4,2,0,4
6329555,1,12390,0,61,2,1,0,0,0,1,4,2,0,4
6330750,1,15330,0,38,2,1,0,1,0,3,0,1,0,3
6330876,1,12870,0,45,1,1,0,1,1,3,4,4,0,2
6331315,1,17210,0,36,2,1,0,1,1,0,0,1,0,3
6331734,1,37570,0,62,2,1,0,0,1,3,0,4,0,4
6331775,0,47360,0,25,1,1,0,1,0,1,0,1,0,0
6331936,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
6332710,1,28720,0,36,2,2,0,1,0,3,1,4,0,4
6333425,0,30920,0,22,2,1,1,0,0,1,1,1,0,0
6333533,0,19530,0,61,3,1,0,0,0,1,0,4,0,0
6333639,1,78820,0,45,2,2,0,0,0,0,0,3,0,4
6333751,1,12390,0,61,2,1,0,0,0,1,4,2,0,4
6334003,1,12880,0,48,2,2,0,1,0,0,1,4,0,4
6334009,1,110540,0,30,3,1,0,1,0,3,4,2,1,2
6334440,1,15740,0,50,2,1,0,1,0,3,0,2,0,2
6334474,1,31040,0,31,2,1,0,1,0,0,0,3,0,1
6334646,1,18870,0,28,2,1,0,1,0,1,4,2,0,4
6334734,1,6180,0,56,2,1,0,1,0,3,0,4,0,4
6335607,1,18810,0,44,1,1,1,0,0,2,0,2,0,2
6335684,0,83180,0,42,3,1,0,0,0,1,0,4,0,0
6335910,0,46110,0,32,2,1,0,1,0,3,0,1,0,0
6336781,0,18640,0,30,2,1,0,1,0,3,1,2,0,0
6336818,0,109740,0,26,3,1,0,1,0,3,0,0,0,0
6337990,1,6720,0,54,0,1,0,1,1,3,0,0,0,4
6338895,0,14420,0,32,1,2,0,0,1,0,0,3,0,0
6338984,1,15430,1,33,2,1,0,1,0,3,3,2,0,2
6338984,0,123890,0,37,2,1,0,0,1,1,4,2,0,0
6339311,0,34460,0,42,2,2,0,1,0,0,0,4,0,0
6340039,1,70570,0,36,3,2,1,0,0,1,4,3,1,4
6340492,1,13300,0,26,2,1,0,1,1,2,0,1,0,1
6340798,1,14590,0,43,1,1,0,1,0,3,0,2,0,2
6340830,1,15950,0,51,2,2,0,1,0,3,0,3,0,2
6341160,0,42810,0,23,2,1,0,1,0,0,2,2,0,0
6341658,1,12440,0,41,1,1,1,0,0,3,4,4,0,4
6341809,1,13910,0,27,2,1,0,1,0,1,0,2,0,1
6342177,1,32290,0,38,3,1,0,1,0,3,4,0,1,4
6342234,1,34470,0,35,1,2,0,1,0,3,2,2,0,3
6342308,1,15970,0,40,1,2,1,0,1,3,2,2,0,2
6342981,1,35180,0,26,2,1,1,0,1,3,0,2,0,3
6343326,1,14240,0,26,2,1,0,1,0,1,0,3,0,3
6343346,1,15970,0,40,1,2,1,0,1,3,2,2,0,2
6343446,0,25700,0,21,2,1,1,0,1,3,0,2,0,0
6343733,0,30510,0,54,2,1,0,1,0,0,0,2,0,0
6343880,0,35520,0,27,2,1,0,1,0,0,0,3,0,0
6343928,1,20690,0,26,2,1,0,1,0,3,4,2,0,1
6344425,1,13130,0,20,2,1,0,1,0,3,0,4,0,4
6344742,1,10070,0,22,2,1,0,1,1,1,3,2,0,1
6345068,1,15910,0,34,3,1,0,1,0,3,1,3,0,3
6345239,0,68500,0,34,3,2,0,1,1,1,1,0,0,0
6345308,1,47880,0,26,2,2,0,1,0,0,0,3,1,3
6345585,0,61430,0,58,1,1,0,0,0,0,0,4,1,0
6346241,1,19190,0,35,2,1,1,0,0,1,0,3,0,3
6346301,1,14590,0,43,1,1,0,1,0,3,0,2,0,2
6346847,0,12710,0,39,2,1,0,0,0,2,4,2,0,0
6346905,1,17550,0,58,1,1,0,1,0,0,0,4,0,4
6346976,0,61990,0,28,2,1,1,0,0,0,0,2,0,0
6347021,1,47880,0,26,2,2,0,1,0,0,0,3,1,3
6347388,1,29100,0,34,3,1,0,0,0,0,0,3,1,1
6347623,1,33680,0,23,2,1,1,0,0,3,3,4,1,4
6347836,0,62290,0,23,1,1,1,0,0,0,0,1,0,0
6348045,0,13310,0,22,2,1,0,1,0,1,0,1,0,0
6348455,0,159450,0,58,2,1,1,0,0,1,0,1,0,0
6348680,0,15460,0,24,1,1,1,0,0,0,0,3,0,0
6348876,1,12400,0,38,2,1,0,1,0,3,4,4,0,2
6349093,0,50960,0,30,3,1,0,1,0,1,0,2,0,0
6349221,1,16200,0,30,2,1,0,1,0,0,0,2,0,3
6349334,1,12870,0,37,2,1,0,1,1,3,3,4,0,4
6349428,1,18810,0,44,1,1,1,0,0,2,0,2,0,2
6349949,1,106230,0,38,3,2,0,0,0,0,0,4,1,4
6350380,0,14780,0,22,2,1,0,1,0,3,0,3,0,0
6350400,1,26790,0,29,3,1,0,1,0,3,0,1,1,1
6350549,0,12160,0,23,2,1,1,0,1,0,0,1,0,0
6351258,1,14240,0,55,3,1,0,1,0,2,4,4,0,4
6351306,0,101270,0,44,2,1,0,0,1,3,2,2,0,0
6351394,1,23150,0,52,1,1,0,1,0,0,0,4,0,4
6351613,1,60780,0,32,2,1,0,1,1,1,0,3,0,2
6352066,1,19130,0,36,2,1,0,1,0,1,3,1,0,3
6352273,1,73080,0,70,3,1,0,0,1,1,0,0,0,4
6352274,0,61430,0,58,1,1,0,0,0,0,0,4,1,0
6352334,0,148960,0,68,3,1,0,1,1,0,0,4,0,0
6352667,0,93980,0,28,3,1,1,0,0,1,0,1,1,0
6352768,0,13330,0,43,2,2,0,0,1,0,0,0,0,0
6353283,0,113280,0,29,3,1,0,1,0,1,0,2,0,0
6353519,1,21970,0,43,2,2,0,1,0,3,4,3,1,4
6354501,0,67610,0,68,2,1,1,0,1,3,4,2,0,0
6354762,1,12640,0,57,1,1,1,0,0,3,4,4,0,4
6354849,1,23660,1,36,3,1,0,1,1,1,2,3,0,3
6355010,1,29780,0,32,2,1,0,1,0,3,2,2,0,2
6355788,1,38120,0,23,2,1,0,1,0,3,1,1,1,4
6356159,1,14240,0,55,3,1,0,1,0,2,4,4,0,4
6356183,0,23030,0,45,2,1,0,1,1,0,0,4,0,0
6356324,1,43510,0,48,1,1,0,1,0,1,4,2,0,4
6357011,1,19130,0,36,2,1,0,1,0,1,3,1,0,3
6357395,1,9830,0,19,1,1,1,0,0,1,3,1,0,4
6357725,1,5710,0,65,2,1,0,1,1,0,0,4,0,4
6357725,0,28640,0,34,1,2,0,1,0,2,0,2,0,0
6357989,1,34300,0,31,2,2,0,1,0,3,2,4,0,2
6358028,0,19530,0,61,3,1,0,0,0,1,0,4,0,0
6358051,1,63040,0,36,2,1,0,1,0,3,4,4,0,4
6358389,1,30790,0,36,2,1,0,1,1,3,4,2,0,4
6358614,1,59650,0,30,3,1,0,1,0,1,0,4,1,2
6358689,0,12370,0,24,2,1,0,1,0,1,0,2,0,0
6358942,1,39130,0,23,2,1,0,1,0,2,0,2,0,2
6359035,0,52340,0,28,3,1,0,1,1,1,0,0,0,0
6359039,0,36210,0,31,2,1,0,1,0,3,1,4,0,0
6359671,0,18080,0,22,2,1,0,1,0,3,0,3,0,0
6360138,1,46790,0,35,1,1,0,1,0,3,0,3,1,3
6360534,1,19840,0,47,2,1,0,0,0,3,0,2,0,4
6360557,0,21240,0,24,2,1,1,0,0,0,0,2,0,0
6360726,1,17430,0,34,1,1,0,1,0,3,1,2,0,2
6360820,1,24040,0,26,2,1,0,1,0,3,0,2,0,2
6361455,1,20960,0,49,1,2,0,1,0,3,0,3,0,3
6361574,1,63040,0,36,2,1,0,1,0,3,4,4,0,4
6361714,0,12160,0,23,2,1,1,0,1,0,0,1,0,0
6361898,1,19500,0,34,2,1,0,1,0,3,0,3,0,1
6361954,1,17210,0,36,2,1,0,1,1,0,0,1,0,3
6361957,1,26970,0,32,2,2,0,1,0,3,0,2,0,2
6362037,1,32290,0,38,3,1,0,1,0,3,4,0,1,4
6362685,0,35520,0,27,2,1,0,1,0,0,0,3,0,0
6362911,1,73080,0,70,3,1,0,0,1,1,0,0,0,4
6362926,0,35520,0,27,2,1,0,1,0,0,0,3,0,0
6363109,1,7830,0,26,1,2,0,1,1,3,4,2,0,2
6363814,1,14690,0,41,1,1,1,0,1,3,1,4,0,4
6364495,0,11990,0,60,1,1,0,1,1,0,0,4,0,0
6365905,0,42100,0,26,2,1,0,1,0,2,0,2,0,0
6366064,0,12460,0,23,1,1,0,1,1,1,0,1,0,0
6366276,1,16200,0,30,2,1,0,1,0,0,0,2,0,3
6366387,0,59980,0,27,2,1,0,1,0,0,0,2,0,0
6366411,0,22780,0,28,2,1,0,1,1,1,1,1,0,0
6366721,1,12390,0,61,2,1,0,0,0,1,4,2,0,4
6366834,0,126800,0,30,3,1,0,0,1,3,4,4,0,0
6367532,1,36500,0,22,2,1,1,0,0,0,0,1,0,4
6367761,1,61870,0,24,2,1,1,0,0,0,1,3,1,4
6367996,1,24040,0,26,2,1,0,1,0,3,0,2,0,2
6368594,1,12440,0,41,1,1,1,0,0,3,4,4,0,4
6368907,1,15670,0,22,2,1,0,1,0,1,0,2,0,1
6369902,1,15670,0,22,2,1,0,1,0,1,0,2,0,1
6370039,1,10380,0,49,2,1,0,1,1,0,0,3,0,3
6370185,0,159450,0,58,2,1,1,0,0,1,0,1,0,0
6371257,1,14030,0,28,2,1,1,0,1,0,0,2,0,4
6372391,1,19010,0,29,3,1,1,0,0,3,1,2,0,4
6372425,1,12950,0,27,2,1,0,1,0,1,0,1,0,1
6373109,0,26710,0,50,2,1,0,0,0,1,1,2,0,0
6373130,1,62600,0,28,1,1,1,0,1,1,0,3,0,3
6373548,0,115900,0,24,1,1,1,0,0,3,1,2,1,0
6374323,1,27450,0,32,2,1,0,1,0,1,3,3,0,2
6374441,0,33450,0,39,3,1,1,0,0,0,0,4,0,0
6374518,0,32340,0,23,1,1,1,0,0,0,0,1,0,0
6374542,1,6720,0,54,0,1,0,1,1,3,0,0,0,4
6374656,1,5180,0,29,2,1,0,1,0,3,0,2,0,1
6374714,0,83860,0,49,2,1,0,1,0,1,0,3,0,0
6375166,1,36170,0,20,2,1,1,0,0,2,4,4,0,4
6375589,1,23330,0,29,1,1,0,1,0,1,4,1,0,2
6375756,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
6375842,0,32340,0,23,1,1,1,0,0,0,0,1,0,0
6376395,1,19250,0,26,2,1,0,1,0,2,0,2,0,2
6376752,0,79800,0,27,2,1,1,0,0,3,4,1,0,0
6378297,1,33940,0,65,0,1,0,1,0,0,0,0,0,4
6379076,1,22380,0,25,2,1,0,1,0,3,0,2,0,1
6379295,0,47360,0,25,1,1,0,1,0,1,0,1,0,0
6380264,0,21500,0,24,2,1,0,1,1,1,0,2,0,0
6380381,0,27620,0,25,2,1,0,1,0,1,4,4,0,0
6380911,1,10680,0,28,2,2,0,1,0,1,0,4,0,4
6381046,1,36170,0,20,2,1,1,0,0,2,4,4,0,4
6381328,1,73080,0,70,3,1,0,0,1,1,0,0,0,4
6381881,0,31610,0,31,2,1,1,0,0,0,0,2,0,0
6381971,0,72970,0,36,2,1,1,0,0,0,0,4,0,0
6382090,0,14420,0,32,1,2,0,0,1,0,0,3,0,0
6382314,0,13450,0,26,2,1,0,1,0,0,0,2,0,0
6382951,1,30010,0,40,2,1,1,0,0,1,0,3,0,4
6382976,0,9470,0,38,2,2,0,0,1,2,0,3,0,0
6383163,1,20960,0,49,1,2,0,1,0,3,0,3,0,3
6383837,1,14590,0,43,1,1,0,1,0,3,0,2,0,2
6383849,0,52340,0,28,3,1,0,1,1,1,0,0,0,0
6384390,0,39660,0,33,2,1,1,0,1,0,0,4,0,0
6384435,1,37570,0,62,2,1,0,0,1,3,0,4,0,4
6384513,1,11630,0,44,2,1,0,1,1,3,2,2,0,4
6385304,0,25380,0,47,1,2,0,1,1,3,0,4,0,0
6385465,1,12130,0,47,2,1,0,1,0,3,2,4,0,3
6386004,0,21240,0,24,2,1,1,0,0,0,0,2,0,0
6386419,0,20640,0,34,3,1,0,1,0,1,0,0,0,0
6386682,0,30600,0,28,2,1,0,1,0,1,0,3,0,0
6386730,1,31860,0,20,2,1,1,0,1,3,3,3,0,3
6387618,1,69670,0,36,3,1,1,0,0,1,1,3,0,4
6387788,1,9990,0,25,2,1,0,1,0,3,4,4,0,2
6387840,0,11880,0,39,2,2,0,1,0,1,0,4,0,0
6388797,1,36500,0,22,2,1,1,0,0,0,0,1,0,4
6389009,0,115900,0,24,1,1,1,0,0,3,1,2,1,0
6389115,1,41690,0,28,2,1,0,1,0,0,0,2,0,4
6389961,1,86130,0,27,2,1,0,1,0,3,3,2,1,2
6390031,1,34480,0,74,1,1,0,1,0,3,0,3,0,4
6390917,0,25790,0,33,1,2,0,1,1,0,0,1,0,0
6391401,1,84710,0,23,2,1,1,0,0,0,4,2,0,2
6392340,1,14590,0,43,1,1,0,1,0,3,0,2,0,2
6392847,1,42720,0,26,1,1,0,1,0,3,1,2,0,2
6393049,0,83180,0,42,3,1,0,0,0,1,0,4,0,0
6393086,0,7950,0,53,2,1,0,1,0,0,0,1,0,0
6393290,0,18640,0,30,2,1,0,1,0,3,1,2,0,0
6394574,1,6250,0,26,1,1,0,1,0,1,0,1,0,1
6394845,0,95720,1,28,2,1,0,1,0,3,0,1,0,0
6395432,0,69990,0,34,2,1,0,1,0,0,0,3,0,0
6395747,1,13820,0,28,2,1,0,1,0,3,0,2,0,1
6395934,0,7450,0,28,1,1,0,1,0,2,0,2,0,0
6396051,1,12390,0,61,2,1,0,0,0,1,4,2,0,4
6396171,1,22380,0,25,2,1,0,1,0,3,0,2,0,1
6396237,0,74850,0,53,3,1,0,1,0,3,4,0,1,0
6397288,1,64190,0,44,3,2,0,0,0,0,0,4,1,4
6397368,1,25220,0,39,2,2,0,1,0,0,0,4,0,3
6397924,1,12880,0,48,2,2,0,1,0,0,1,4,0,4
6398165,1,61100,0,31,2,1,0,0,0,3,0,2,0,3
6399142,1,6720,0,54,0,1,0,1,1,3,0,0,0,4
6399270,1,84710,0,23,2,1,1,0,0,0,4,2,0,2
6399487,0,10420,0,33,2,1,0,1,1,1,4,2,0,0
6400273,0,102970,0,39,2,2,0,0,0,0,0,3,1,0
6400677,0,19240,0,27,2,1,1,0,0,1,4,1,0,0
6401077,1,26220,0,34,2,1,0,1,0,1,1,2,0,4
6401639,0,11900,0,55,0,2,0,0,0,0,0,0,0,0
6401710,0,9470,0,38,2,2,0,0,1,2,0,3,0,0
6402030,0,16700,0,22,2,1,0,1,0,1,0,1,0,0
6402128,1,106230,0,38,3,2,0,0,0,0,0,4,1,4
6402977,1,35730,0,23,1,1,0,1,0,1,0,2,0,1
6403001,1,32130,0,25,2,1,1,0,0,1,2,1,0,3
6403356,1,15430,1,33,2,1,0,1,0,3,3,2,0,2
6403759,0,24620,0,22,2,1,0,1,0,0,0,2,0,0
6404245,0,46230,0,40,3,1,0,1,0,3,1,2,0,0
6404291,1,110540,0,30,3,1,0,1,0,3,4,2,1,2
6404309,1,14780,0,44,2,2,0,1,0,0,0,4,0,4
6404823,1,14740,0,33,3,1,0,1,0,2,0,1,0,1
6404860,1,37570,0,62,2,1,0,0,1,3,0,4,0,4
6404876,0,19080,0,66,3,1,0,1,0,2,0,4,0,0
6405765,0,99600,0,26,2,1,0,1,0,1,0,1,0,0
6406264,0,18640,0,30,2,1,0,1,0,3,1,2,0,0
6406319,0,26310,0,28,2,1,1,0,1,1,1,2,0,0
6407025,1,47880,0,26,2,2,0,1,0,0,0,3,1,3
6407186,1,13820,0,28,2,1,0,1,0,3,0,2,0,1
6407189,1,26470,0,44,2,2,1,0,0,0,2,2,0,3
6407357,1,47880,0,26,2,2,0,1,0,0,0,3,1,3
6408203,0,76850,0,37,2,1,1,0,0,0,0,3,0,0
6409020,0,14840,0,25,2,1,0,1,0,1,4,2,0,0
6409090,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
6409359,0,29960,0,20,2,1,0,1,0,0,4,2,0,0
6409386,0,46110,0,32,2,1,0,1,0,3,0,1,0,0
6409544,0,15340,0,23,2,1,1,0,0,1,0,1,0,0
6409589,1,7070,0,30,2,1,0,1,0,3,0,2,0,2
6409713,0,11080,0,28,2,1,0,1,0,0,0,3,0,0
6410089,0,13370,0,34,3,1,0,1,0,2,0,1,0,0
6411033,0,31140,0,26,2,1,1,0,0,0,0,1,0,0
6411257,1,21970,0,43,2,2,0,1,0,3,4,3,1,4
6412136,1,13520,0,23,0,1,1,0,0,0,2,0,1,2
6413866,0,48430,0,43,2,1,1,0,1,0,0,4,0,0
6414001,1,42720,0,26,1,1,0,1,0,3,1,2,0,2
6414096,1,53020,0,36,3,1,0,0,1,0,0,4,0,4
6414957,1,35180,0,26,2,1,1,0,1,3,0,2,0,3
6415369,1,13640,0,64,2,1,0,1,1,3,0,2,0,4
6415489,1,7010,0,40,1,1,0,1,0,0,0,2,0,2
6415501,0,8840,0,36,2,2,0,1,1,1,0,4,0,0
6415678,1,33680,0,23,2,1,1,0,0,3,3,4,1,4
6415995,1,53020,0,36,3,1,0,0,1,0,0,4,0,4
6416008,1,14780,0,44,2,2,0,1,0,0,0,4,0,4
6416146,0,69990,0,34,2,1,0,1,0,0,0,3,0,0
6416728,1,44390,0,33,3,1,0,1,0,1,0,4,0,1
6416946,0,48440,0,33,3,1,1,0,0,3,0,0,0,0
6417276,1,27280,0,35,2,1,0,1,0,1,4,3,0,2
6417390,0,13450,0,26,2,1,0,1,0,0,0,2,0,0
6417644,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
